Brand Name,Spec Score,Rating,Price,Tag,SIM / Network,Processor,Storage,Battery,Display,Camera,Memory External,OS Version,Image Preview
OPPO F27 5G,81,4.2,17999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v14,https://cdn1.smartprix.com/rx-iw0vlMHPR-w280-h280/oppo-f27-5g.webp
Xiaomi Redmi 14 5G,74,4.75,14999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4s Gen2, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 44W Fast Charging,"6.82 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + 2 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,https://cdn1.smartprix.com/rx-iAKoWiV5H-w280-h280/xiaomi-redmi-14-5g.webp
Apple iPhone 15 (256GB),82,4.15,70800,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A16, Hexa Core, 3.46 GHz Processor","6 GB RAM, 256 GB inbuilt",3349 mAh Battery with Fast Charging,"6.1 inches, 1179 x 2556 px Display with Dynamic Island",48 MP + 12 MP Dual Rear & 12 MP Front Camera,Memory Card Not Supported,iOS v17,https://cdn1.smartprix.com/rx-ihDIwaWmc-w280-h280/apple-iphone-15-256g.webp
Motorola Moto G54 5G (12GB RAM +256GB),83,4.5,16999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7020, Octa Core, 2.2 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 33W Fast Charging,"6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v13,https://cdn1.smartprix.com/rx-is7wPyX1O-w280-h280/motorola-moto-g54-5g.webp
Xiaomi Redmi Note 14 Pro Max,79,4.7,32990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7350 Pro, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with Fast Charging,"6.78 inches, 1080 x 2460 px, 144 Hz Display with Punch Hole",200 MP Quad Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-i4IPozw8r-w280-h280/xiaomi-redmi-note-14.webp
Vivo X100 5G,89,4.4,51190,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9300, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 120W Fast Charging,"6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",64 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v14,https://cdn1.smartprix.com/rx-i1txzkgCQ-w280-h280/vivo-x100-5g.webp
Xiaomi 14,89,4.35,59999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 512 GB inbuilt",4610 mAh Battery with 90W Fast Charging,"6.36 inches, 1200 x 2670 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v14,https://cdn1.smartprix.com/rx-iX75OKrrV-w280-h280/xiaomi-14.webp
Motorola Moto G62 5G,79,4.4,10999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon  695, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with Fast Charging,"6.55 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v12,https://cdn1.smartprix.com/rx-iCDx5JIUn-w280-h280/motorola-moto-g62-5g.webp
OnePlus Nord CE 2 Lite 5G,79,4.0,17994,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.59 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",64 MP + 2 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v12,https://cdn1.smartprix.com/rx-iGNlyOFEo-w280-h280/oneplus-nord-ce-2-li.webp
Realme C2s,62,3.45,3499,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio  P22 , Octa Core, 2 GHz Processor","3 GB RAM, 32 GB inbuilt",4000 mAh Battery,"6.1 inches, 720 x 1560 px Display with Water Drop Notch",13 MP + 2 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 128 GB",Android v9.0 (Pie),https://cdn1.smartprix.com/rx-iSfwVyH3P-w280-h280/realme-c2s.webp
Realme GT 7T (12GB RAM + 256GB),86,4.3,33990,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Dimensity 8400-MAX, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 120W Fast Charging,"6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Memory Card Not Supported,Android v15,https://cdn1.smartprix.com/rx-irDKhmRpx-w280-h280/realme-gt-7t-12gb-ra.webp
CMF Phone 3 Pro,75,4.05,24990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Octa Core Processor,"8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 48W Fast Charging,"6.81 inches, 1080 x 2392 px, 144 Hz Display with Punch Hole",50 MP + 50 MP + 12 MP Triple Rear & 32 MP Front Camera,Memory Card (Hybrid),Android v16,https://cdn1.smartprix.com/rx-iM8SGVgWk-w280-h280/cmf-phone-3-pro.webp
Lava Shark 5G,58,4.15,7999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Unisoc T765, Octa Core Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with Fast Charging,"6.75 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",13 MP Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v15,https://cdn1.smartprix.com/rx-imcz8CJdN-w280-h280/lava-shark-5g.webp
Infinix GT 30,67,4.55,15999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7400, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.7 inches, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 8 MP Front Camera,Memory Card Supported,Android v15,https://cdn1.smartprix.com/rx-ibZUqkjq4-w280-h280/infinix-gt-30.webp
Poco C75 5G (4GB RAM + 128GB),71,4.1,8499,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4s Gen2, Octa Core, 2 GHz Processor","4 GB RAM, 128 GB inbuilt",5160 mAh Battery with 18W Fast Charging,"6.88 inches, 720 x 1650 px, 120 Hz Display with Water Drop Notch",50 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iikMYPmEs-w280-h280/poco-c75-5g-4gb-ram.webp
Xiaomi Redmi A5 4G (4GB RAM + 128GB),70,4.0,7499,LAUNCHED,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T7250, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",5200 mAh Battery with 15W Fast Charging,"6.88 inches, 720 x 1650 px, 120 Hz Display with Water Drop Notch",32 MP Rear & 8 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v15,https://cdn1.smartprix.com/rx-iAVMZOGGU-w280-h280/xiaomi-redmi-a5-4g-4.webp
Vivo Y19 5G,68,4.55,10499,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 64 GB inbuilt",5500 mAh Battery with 15W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v15,https://cdn1.smartprix.com/rx-iPcswDn7H-w280-h280/vivo-y19-5g.webp
Vivo Y39 5G (8GB RAM + 256GB),74,4.55,18999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",6500 mAh Battery with 44W Fast Charging,"6.68 inches, 720 x 1608 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card Not Supported,Android v15,https://cdn1.smartprix.com/rx-iiNOxC9Fk-w280-h280/vivo-y39-5g-8gb-ram.webp
Samsung Galaxy M17 5G,74,4.0,18990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6400, Octa Core Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 25W Fast Charging,"6.67 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v16,https://cdn1.smartprix.com/rx-i2WUf3VQ1-w280-h280/samsung-galaxy-m17-5.webp
Tecno Camon 40,82,4.55,24990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Helio G100, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v15,https://cdn1.smartprix.com/rx-i3pkLXgL7-w280-h280/tecno-camon-40.webp
Poco X8 5G,74,4.3,29990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi",Octa Core Processor,"8 GB RAM, 256 GB inbuilt",5700 mAh Battery with 80W Fast Charging,"6.74 inches, 1240 x 2740 px, 144 Hz Display with Punch Hole",50 MP + 13 MP + 8 MP Triple Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v16,https://cdn1.smartprix.com/rx-iEdaiYq8I-w280-h280/poco-x8-5g.webp
Vivo Y29 5G (6GB+128GB),74,4.35,15499,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5500 mAh Battery with 44W Fast Charging,"6.68 inches, 720 x 1608 px, 120 Hz Display with Punch Hole",50 MP + 0.08 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iDjlG0zMo-w280-h280/vivo-y29-5g-6gb-128g.webp
Samsung Galaxy A16 5G (6GB RAM + 128GB),78,4.6,15999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.7 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card (Hybrid), upto 1.5 TB",Android v14,https://cdn1.smartprix.com/rx-i9Z5d6mR4-w280-h280/samsung-galaxy-a16-5.webp
Apple iPhone 16 Pro (256GB),88,4.25,121900,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor","8 GB RAM, 256 GB inbuilt",3582 mAh Battery with Fast Charging,"6.3 inches, 1206 x 2622 px, 120 Hz Display with Dynamic Island",48 MP + 48 MP + 12 MP Triple Rear & 12 MP Front Camera,Memory Card Not Supported,iOS v18,https://cdn1.smartprix.com/rx-i2up0xlk8-w280-h280/apple-iphone-16-pro.webp
Samsung Galaxy A07 5G,65,4.3,9499,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Octa Core Processor,"4 GB RAM, 128 GB inbuilt",5500 mAh Battery with 25W Fast Charging,"6.7 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + Depth Sensor Dual Rear & 16 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-ioSa0uSsw-w280-h280/samsung-galaxy-a07-5.webp
Tecno POP 9 4G,55,4.5,5523,LAUNCHED,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Helio G50, Octa Core Processor","3 GB RAM, 64 GB inbuilt",5000 mAh Battery with Fast Charging,"6.67 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",13 MP Rear & Main Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-ijgDd1Q30-w280-h280/tecno-pop-9-4g.webp
Samsung Galaxy A06,70,4.15,7599,LAUNCHED,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.74 inches, 720 x 1600 px Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-i6aH9aVrB-w280-h280/samsung-galaxy-a06.webp
Vivo T3 Lite 5G,74,4.0,11099,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-ifZMlM4mw-w280-h280/vivo-t3-lite-5g.webp
iQOO Z9 Lite 5G,74,4.3,10498,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iIx0KbVvx-w280-h280/iqoo-z9-lite-5g.webp
Samsung Galaxy F55 5G (12GB RAM + 256GB),85,4.5,26999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-id31Sv3Lq-w280-h280/samsung-galaxy-f55-5.webp
Samsung Galaxy F35 5G,74,4.45,17990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos, Octa Core Processor","6 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.5 inches, 1080 x 2340 px, 120 Hz Display with Water Drop Notch",50 MP + 13 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iRuEfzqKK-w280-h280/samsung-galaxy-f35-5.webp
Realme P1 5G,78,4.4,14486,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v14,https://cdn1.smartprix.com/rx-i27j7q9If-w280-h280/realme-p1-5g.webp
Oppo F25 Pro 5G (8GB RAM + 256GB),84,4.4,21999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 67W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",64 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v14,https://cdn1.smartprix.com/rx-iTQARpDh8-w280-h280/oppo-f25-pro-5g-8gb.webp
Infinix Hot 50 Pro,79,4.35,15990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G100, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Triple Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iKooJ79N8-w280-h280/infinix-hot-50-pro.webp
Infinix Hot 50i,71,4.3,9999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G81, Octa Core, 2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.7 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v14,https://cdn1.smartprix.com/rx-iod9V4CCW-w280-h280/infinix-hot-50i.webp
Motorola Moto G04 (8 GB RAM + 128GB),70,4.1,7999,LAUNCHED,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T606, Octa Core, 1.6 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",16 MP Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-i6OHKNmrk-w280-h280/motorola-moto-g04-8.webp
Vivo Y03,64,4.0,6990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iqOPJVV5C-w280-h280/vivo-y03.webp
Samsung Galaxy S24 Ultra (12GB RAM + 1TB),94,4.6,159999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 1 TB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.8 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",200 MP Quad Rear & 12 MP Front Camera,Memory Card Not Supported,Android v14,https://cdn1.smartprix.com/rx-irgSp8nkN-w280-h280/samsung-galaxy-s24-u.webp
Xiaomi Redmi 13C 5G,73,4.5,10399,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + Depth Sensor Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v13,https://cdn1.smartprix.com/rx-iSGQ0AnrN-w280-h280/xiaomi-redmi-13c-5g.webp
Apple iPhone 15 Pro Max (512GB),87,4.6,154900,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A17 Pro, Hexa Core, 3.78 GHz Processor","8 GB RAM, 512 GB inbuilt",4441 mAh Battery with Fast Charging,"6.7 inches, 1290 x 2796 px, 120 Hz Display with Dynamic Island",48 MP + 12 MP + 12 MP Triple Rear & 12 MP Front Camera,Memory Card Not Supported,iOS v17,https://cdn1.smartprix.com/rx-iTPzV8aSm-w280-h280/apple-iphone-15-pro.webp
Xiaomi Redmi 12 5G (8GB RAM + 256GB),78,4.6,14499,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.79 inches, 1080 x 2460 px, 90 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v13,https://cdn1.smartprix.com/rx-it7Ho0Flf-w280-h280/xiaomi-redmi-12-5g-8.webp
Nubia Neo,79,4.65,15990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Unisoc T820, Octa Core, 2.7 GHz Processor","8 GB RAM, 256 GB inbuilt",4500 mAh Battery with 22.5W Fast Charging,"6.6 inches, 1080 x 2408 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card (Hybrid),Android v13,https://cdn1.smartprix.com/rx-igELCwcpW-w280-h280/nubia-neo.webp
Nokia Oxygen Ultra 5G,91,4.15,59990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 67W Fast Charging,"6.9 inches, 1400 x 3200 px, 120 Hz Display with Punch Hole",200 MP Penta Rear & 32 MP Front Camera,Memory Card Supported,Android v13,https://cdn1.smartprix.com/rx-i0onBkURz-w280-h280/nokia-oxygen-ultra-5.webp
Samsung Galaxy M55,84,4.55,20990,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iXJ4OCa9G-w280-h280/samsung-galaxy-m55.webp
Samsung Galaxy F15 5G,74,4.35,11023,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.45 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,https://cdn1.smartprix.com/rx-iwUujWfwg-w280-h280/samsung-galaxy-f15-5.webp
Motorola Moto G73,82,4.05,12999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 930, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 30W Fast Charging,"6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v13,https://cdn1.smartprix.com/rx-inPofhfz3-w280-h280/motorola-moto-g73.webp
Xiaomi 13 Pro 5G,90,4.5,48870,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",4820 mAh Battery with 120W Fast Charging,"6.73 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v13,https://cdn1.smartprix.com/rx-iH1iUnIT0-w280-h280/xiaomi-13-pro-5g.webp
OnePlus Nord CE 3 5G,81,4.7,24999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 782G, Octa Core, 2.7 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 80W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v13,https://cdn1.smartprix.com/rx-idEgUmuTV-w280-h280/oneplus-nord-ce-3-5g.webp
OnePlus 11 5G,85,4.5,39999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 100W Fast Charging,"6.7 inches, 1440 x 3216 px, 120 Hz Display with Punch Hole",50 MP + 48 MP + 32 MP Triple Rear & 16 MP Front Camera,Memory Card Not Supported,Android v13,https://cdn1.smartprix.com/rx-imSZ0NvFh-w280-h280/oneplus-11-5g.webp
Samsung Galaxy A53 5G (8GB RAM + 128GB),87,4.65,20999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 1280, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP Quad Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v12,https://cdn1.smartprix.com/rx-i7jRpg2uG-w280-h280/samsung-galaxy-a53-5.webp
Samsung Galaxy S21 FE 5G,84,4.7,39999,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 2100, Octa Core, 2.9 GHz Processor","8 GB RAM, 128 GB inbuilt",4500 mAh Battery with 25W Fast Charging,"6.4 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",12 MP + 12 MP + 8 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v12,https://cdn1.smartprix.com/rx-ii3Pn8ry8-w280-h280/samsung-galaxy-s21-f.webp
Realme C73 (4GB RAM + 128GB),71,4.65,11374,LAUNCHED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 15W Fast Charging,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",32 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v15,https://cdn1.smartprix.com/rx-izzvSLGHe-w280-h280/realme-c73-4gb-ram-1.webp
